item_id,ground_truth,predicted,epoch_id
000076,2,2,test_epoch1
000077,9,0,test_epoch1
000078,3,3,test_epoch1
000079,3,3,test_epoch1
000080,8,8,test_epoch1
000081,8,8,test_epoch1
000082,1,1,test_epoch1
000083,1,1,test_epoch1
000084,7,7,test_epoch1
000085,2,2,test_epoch1
000086,5,7,test_epoch1
000087,2,9,test_epoch1
000088,7,8,test_epoch1
000089,8,9,test_epoch1
000090,9,9,test_epoch1
000091,0,0,test_epoch1
000092,3,2,test_epoch1
000093,8,8,test_epoch1
000094,6,6,test_epoch1
000095,4,4,test_epoch1
000096,6,6,test_epoch1
000097,6,6,test_epoch1
000098,0,0,test_epoch1
000099,0,0,test_epoch1
000100,7,7,test_epoch1
000101,4,4,test_epoch1
000102,5,4,test_epoch1
000103,6,6,test_epoch1
000104,3,6,test_epoch1
000105,1,1,test_epoch1
000106,1,1,test_epoch1
000107,3,6,test_epoch1
000108,6,6,test_epoch1
000109,8,5,test_epoch1
000110,7,7,test_epoch1
000111,4,6,test_epoch1
000112,0,0,test_epoch1
000113,6,2,test_epoch1
000114,2,2,test_epoch1
000115,1,1,test_epoch1
000116,3,2,test_epoch1
000117,0,2,test_epoch1
000118,4,7,test_epoch1
000119,2,4,test_epoch1
000120,7,7,test_epoch1
000121,8,0,test_epoch1
000122,3,4,test_epoch1
000123,1,1,test_epoch1
000124,2,2,test_epoch1
000125,8,8,test_epoch1
000126,0,2,test_epoch1
000127,8,8,test_epoch1
000128,3,5,test_epoch1
000129,5,3,test_epoch1
000130,2,0,test_epoch1
000131,4,2,test_epoch1
000132,1,1,test_epoch1
000133,8,9,test_epoch1
000134,9,9,test_epoch1
000135,1,1,test_epoch1
000136,2,2,test_epoch1
000137,9,9,test_epoch1
000138,7,7,test_epoch1
000139,2,2,test_epoch1
000140,9,8,test_epoch1
000141,6,6,test_epoch1
000142,5,5,test_epoch1
000143,6,6,test_epoch1
000144,3,6,test_epoch1
000145,8,8,test_epoch1
000146,7,3,test_epoch1
000147,6,6,test_epoch1
000148,2,6,test_epoch1
000149,5,7,test_epoch1
000150,2,3,test_epoch1
000151,8,0,test_epoch1
000152,9,9,test_epoch1
000153,6,6,test_epoch1
000154,0,0,test_epoch1
000155,0,0,test_epoch1
000156,5,6,test_epoch1
000157,2,2,test_epoch1
000158,9,9,test_epoch1
000159,5,3,test_epoch1
000160,4,2,test_epoch1
000161,2,2,test_epoch1
000162,1,1,test_epoch1
000163,6,6,test_epoch1
000164,6,6,test_epoch1
000165,8,0,test_epoch1
000166,4,7,test_epoch1
000167,8,8,test_epoch1
000168,4,6,test_epoch1
000169,5,7,test_epoch1
000170,0,0,test_epoch1
000171,9,9,test_epoch1
000172,9,0,test_epoch1
000173,9,0,test_epoch1
000174,8,8,test_epoch1
000175,9,9,test_epoch1
000176,9,9,test_epoch1
000177,3,6,test_epoch1
000178,7,7,test_epoch1
000179,5,3,test_epoch1
000180,0,9,test_epoch1
000181,0,0,test_epoch1
000182,5,5,test_epoch1
000183,2,6,test_epoch1
000184,2,6,test_epoch1
000185,3,2,test_epoch1
000186,8,8,test_epoch1
000187,6,6,test_epoch1
000188,3,3,test_epoch1
000189,4,3,test_epoch1
000190,0,0,test_epoch1
000191,5,2,test_epoch1
000192,8,8,test_epoch1
000193,0,9,test_epoch1
000194,1,1,test_epoch1
000195,7,7,test_epoch1
000196,2,4,test_epoch1
000197,8,8,test_epoch1
000198,8,3,test_epoch1
000199,7,7,test_epoch1
000200,8,8,test_epoch1
000201,5,3,test_epoch1
000202,1,0,test_epoch1
000203,8,0,test_epoch1
000204,7,7,test_epoch1
000205,1,1,test_epoch1
000206,3,3,test_epoch1
000207,0,8,test_epoch1
000208,5,5,test_epoch1
000209,7,7,test_epoch1
000210,9,9,test_epoch1
000211,7,4,test_epoch1
000212,4,9,test_epoch1
000213,5,2,test_epoch1
000214,9,9,test_epoch1
000215,8,0,test_epoch1
000216,0,2,test_epoch1
000217,7,7,test_epoch1
000218,9,9,test_epoch1
000219,8,0,test_epoch1
000220,2,4,test_epoch1
000221,7,7,test_epoch1
000222,6,3,test_epoch1
000223,9,9,test_epoch1
000224,4,4,test_epoch1
000225,3,7,test_epoch1
000226,9,9,test_epoch1
000227,6,6,test_epoch1
000228,4,2,test_epoch1
000229,7,2,test_epoch1
000230,6,7,test_epoch1
000231,5,5,test_epoch1
000232,1,1,test_epoch1
000233,5,3,test_epoch1
000234,8,1,test_epoch1
000235,8,8,test_epoch1
000236,0,0,test_epoch1
000237,4,4,test_epoch1
000238,0,9,test_epoch1
000239,5,3,test_epoch1
000240,5,5,test_epoch1
000241,1,1,test_epoch1
000242,1,1,test_epoch1
000243,8,0,test_epoch1
000244,9,9,test_epoch1
000245,0,2,test_epoch1
000246,3,8,test_epoch1
000247,1,1,test_epoch1
000248,9,8,test_epoch1
000249,2,2,test_epoch1
000250,2,8,test_epoch1
000251,5,7,test_epoch1
000252,3,3,test_epoch1
000253,9,9,test_epoch1
000254,9,9,test_epoch1
000255,4,2,test_epoch1
000256,0,2,test_epoch1
000257,3,6,test_epoch1
000258,0,0,test_epoch1
000259,0,8,test_epoch1
000260,9,9,test_epoch1
000261,8,8,test_epoch1
000262,1,1,test_epoch1
000263,5,0,test_epoch1
000264,7,9,test_epoch1
000265,0,0,test_epoch1
000266,8,8,test_epoch1
000267,2,2,test_epoch1
000268,4,4,test_epoch1
000269,7,7,test_epoch1
000270,0,3,test_epoch1
000271,2,2,test_epoch1
000272,3,3,test_epoch1
000273,6,6,test_epoch1
000274,3,2,test_epoch1
000275,8,8,test_epoch1
000276,5,2,test_epoch1
000277,0,1,test_epoch1
000278,3,2,test_epoch1
000279,4,7,test_epoch1
000280,3,7,test_epoch1
000281,9,9,test_epoch1
000282,0,1,test_epoch1
000283,6,6,test_epoch1
000284,1,1,test_epoch1
000285,0,0,test_epoch1
000286,9,9,test_epoch1
000287,1,1,test_epoch1
000288,0,8,test_epoch1
000289,7,7,test_epoch1
000290,9,9,test_epoch1
000291,1,1,test_epoch1
000292,2,2,test_epoch1
000293,6,6,test_epoch1
000294,9,1,test_epoch1
000295,3,5,test_epoch1
000296,4,2,test_epoch1
000297,6,6,test_epoch1
000298,0,0,test_epoch1
000299,0,0,test_epoch1
000300,6,6,test_epoch1
000301,6,6,test_epoch1
000302,6,6,test_epoch1
000303,3,4,test_epoch1
000304,2,1,test_epoch1
000305,6,2,test_epoch1
000306,1,0,test_epoch1
000307,8,9,test_epoch1
000308,2,2,test_epoch1
000309,1,1,test_epoch1
000310,6,2,test_epoch1
000311,8,8,test_epoch1
000312,6,6,test_epoch1
000313,8,8,test_epoch1
000314,0,2,test_epoch1
000315,4,3,test_epoch1
000316,0,0,test_epoch1
000317,7,7,test_epoch1
000318,7,7,test_epoch1
000319,5,5,test_epoch1
000320,5,5,test_epoch1
000321,3,5,test_epoch1
000322,5,5,test_epoch1
000323,2,6,test_epoch1
000324,3,3,test_epoch1
000325,4,7,test_epoch1
000326,1,1,test_epoch1
000327,7,4,test_epoch1
000328,5,5,test_epoch1
000329,4,2,test_epoch1
000330,6,6,test_epoch1
000331,1,8,test_epoch1
000332,9,9,test_epoch1
000333,3,6,test_epoch1
000334,6,6,test_epoch1
000335,6,6,test_epoch1
000336,9,1,test_epoch1
000337,3,6,test_epoch1
000338,8,8,test_epoch1
000339,0,0,test_epoch1
000340,7,7,test_epoch1
000341,2,6,test_epoch1
000342,6,6,test_epoch1
000343,2,2,test_epoch1
000344,5,7,test_epoch1
000345,8,8,test_epoch1
000346,5,5,test_epoch1
000347,4,7,test_epoch1
000348,6,6,test_epoch1
000349,8,8,test_epoch1
000350,9,9,test_epoch1
000351,9,9,test_epoch1
000352,1,1,test_epoch1
000353,0,8,test_epoch1
000354,2,2,test_epoch1
000355,2,6,test_epoch1
000356,7,7,test_epoch1
000357,3,2,test_epoch1
000358,2,2,test_epoch1
000359,8,1,test_epoch1
000360,0,8,test_epoch1
000361,9,9,test_epoch1
000362,5,5,test_epoch1
000363,8,8,test_epoch1
000364,1,1,test_epoch1
000365,9,9,test_epoch1
000366,4,0,test_epoch1
000367,1,1,test_epoch1
000368,3,2,test_epoch1
000369,8,0,test_epoch1
000370,1,1,test_epoch1
000371,4,2,test_epoch1
000372,7,7,test_epoch1
000373,9,9,test_epoch1
000374,4,2,test_epoch1
000375,2,2,test_epoch1
000376,7,7,test_epoch1
000377,0,2,test_epoch1
000378,7,7,test_epoch1
000379,0,8,test_epoch1
000380,6,6,test_epoch1
000381,6,6,test_epoch1
000382,9,9,test_epoch1
000383,0,0,test_epoch1
000384,9,1,test_epoch1
000385,2,2,test_epoch1
000386,8,0,test_epoch1
000387,7,7,test_epoch1
000388,2,2,test_epoch1
000389,2,3,test_epoch1
000390,5,7,test_epoch1
000391,1,1,test_epoch1
000392,2,2,test_epoch1
000393,6,6,test_epoch1
000394,2,2,test_epoch1
000395,9,9,test_epoch1
000396,6,6,test_epoch1
000397,2,5,test_epoch1
000398,3,3,test_epoch1
000399,0,0,test_epoch1
000400,3,1,test_epoch1
000401,9,9,test_epoch1
000402,8,1,test_epoch1
000403,7,7,test_epoch1
000404,8,8,test_epoch1
000405,8,8,test_epoch1
000406,4,4,test_epoch1
000407,0,0,test_epoch1
000408,1,8,test_epoch1
000409,8,8,test_epoch1
000410,2,2,test_epoch1
000411,7,7,test_epoch1
000412,9,0,test_epoch1
000413,3,5,test_epoch1
000414,6,6,test_epoch1
000415,1,1,test_epoch1
000416,9,9,test_epoch1
000417,0,2,test_epoch1
000418,7,7,test_epoch1
000419,3,4,test_epoch1
000420,7,7,test_epoch1
000421,4,4,test_epoch1
000422,5,4,test_epoch1
000423,0,0,test_epoch1
000424,0,8,test_epoch1
000425,2,2,test_epoch1
000426,9,9,test_epoch1
000427,3,6,test_epoch1
000428,4,4,test_epoch1
000429,0,6,test_epoch1
000430,6,6,test_epoch1
000431,2,2,test_epoch1
000432,5,5,test_epoch1
000433,3,3,test_epoch1
000434,7,7,test_epoch1
000435,3,9,test_epoch1
000436,7,7,test_epoch1
000437,2,6,test_epoch1
000438,5,2,test_epoch1
000439,3,3,test_epoch1
000440,1,9,test_epoch1
000441,1,1,test_epoch1
000442,4,4,test_epoch1
000443,9,9,test_epoch1
000444,9,1,test_epoch1
000445,5,5,test_epoch1
000446,7,4,test_epoch1
000447,5,5,test_epoch1
000448,0,0,test_epoch1
000449,2,2,test_epoch1
000450,2,2,test_epoch1
000451,2,6,test_epoch1
000452,9,1,test_epoch1
000453,7,7,test_epoch1
000454,3,5,test_epoch1
000455,9,9,test_epoch1
000456,4,0,test_epoch1
000457,3,4,test_epoch1
000458,5,4,test_epoch1
000459,4,6,test_epoch1
000460,6,8,test_epoch1
000461,5,5,test_epoch1
000462,6,6,test_epoch1
000463,1,1,test_epoch1
000464,4,4,test_epoch1
000465,3,7,test_epoch1
000466,4,4,test_epoch1
000467,4,7,test_epoch1
000468,3,6,test_epoch1
000469,7,7,test_epoch1
000470,8,8,test_epoch1
000471,3,3,test_epoch1
000472,7,7,test_epoch1
000473,8,8,test_epoch1
000474,0,0,test_epoch1
000475,5,7,test_epoch1
000476,7,7,test_epoch1
000477,6,2,test_epoch1
000478,0,9,test_epoch1
000479,5,5,test_epoch1
000480,4,0,test_epoch1
000481,8,9,test_epoch1
000482,6,6,test_epoch1
000483,8,8,test_epoch1
000484,5,5,test_epoch1
000485,5,6,test_epoch1
000486,9,9,test_epoch1
000487,9,9,test_epoch1
000488,9,9,test_epoch1
000489,5,3,test_epoch1
000490,0,0,test_epoch1
000491,1,1,test_epoch1
000492,0,0,test_epoch1
000493,8,8,test_epoch1
000494,1,1,test_epoch1
000495,1,0,test_epoch1
000496,8,8,test_epoch1
000497,0,0,test_epoch1
000498,2,2,test_epoch1
000499,2,2,test_epoch1
000500,0,0,test_epoch1
000501,4,6,test_epoch1
000502,6,6,test_epoch1
000503,5,5,test_epoch1
000504,4,4,test_epoch1
000505,9,9,test_epoch1
000506,4,4,test_epoch1
000507,7,7,test_epoch1
000508,9,9,test_epoch1
000509,9,2,test_epoch1
000510,4,4,test_epoch1
000511,5,5,test_epoch1
000512,6,6,test_epoch1
000513,6,6,test_epoch1
000514,1,9,test_epoch1
000515,5,5,test_epoch1
000516,3,6,test_epoch1
000517,8,8,test_epoch1
000518,9,9,test_epoch1
000519,5,9,test_epoch1
000520,8,1,test_epoch1
000521,5,7,test_epoch1
000522,7,7,test_epoch1
000523,0,0,test_epoch1
000524,7,7,test_epoch1
000525,0,0,test_epoch1
000526,5,3,test_epoch1
000527,0,2,test_epoch1
000528,0,0,test_epoch1
000529,4,8,test_epoch1
000530,6,6,test_epoch1
000531,9,9,test_epoch1
000532,0,9,test_epoch1
000533,9,9,test_epoch1
000534,5,5,test_epoch1
000535,6,6,test_epoch1
000536,6,6,test_epoch1
000537,6,6,test_epoch1
000538,2,6,test_epoch1
000539,9,8,test_epoch1
000540,0,9,test_epoch1
000541,1,1,test_epoch1
000542,7,7,test_epoch1
000543,6,6,test_epoch1
000544,7,7,test_epoch1
000545,5,5,test_epoch1
000546,9,9,test_epoch1
000547,1,1,test_epoch1
000548,6,6,test_epoch1
000549,2,6,test_epoch1
000550,5,5,test_epoch1
000551,5,2,test_epoch1
000552,5,2,test_epoch1
000553,8,8,test_epoch1
000554,5,5,test_epoch1
000555,9,9,test_epoch1
000556,4,8,test_epoch1
000557,6,6,test_epoch1
000558,4,4,test_epoch1
000559,3,3,test_epoch1
000560,2,2,test_epoch1
000561,0,0,test_epoch1
000562,7,7,test_epoch1
000563,6,6,test_epoch1
000564,2,2,test_epoch1
000565,2,4,test_epoch1
000566,3,9,test_epoch1
000567,9,9,test_epoch1
000568,7,3,test_epoch1
000569,9,8,test_epoch1
000570,2,6,test_epoch1
000571,6,2,test_epoch1
000572,7,7,test_epoch1
000573,1,1,test_epoch1
000574,3,1,test_epoch1
000575,6,3,test_epoch1
000576,6,6,test_epoch1
000577,8,8,test_epoch1
000578,9,8,test_epoch1
000579,7,7,test_epoch1
000580,5,2,test_epoch1
000581,4,4,test_epoch1
000582,0,8,test_epoch1
000583,8,0,test_epoch1
000584,4,9,test_epoch1
000585,0,0,test_epoch1
000586,9,1,test_epoch1
000587,3,6,test_epoch1
000588,4,2,test_epoch1
000589,8,8,test_epoch1
000590,9,9,test_epoch1
000591,6,6,test_epoch1
000592,9,1,test_epoch1
000593,2,2,test_epoch1
000594,6,6,test_epoch1
000595,1,1,test_epoch1
000596,4,1,test_epoch1
000597,7,9,test_epoch1
000598,3,2,test_epoch1
000599,5,3,test_epoch1
000600,3,3,test_epoch1
000601,8,8,test_epoch1
000602,5,5,test_epoch1
000603,0,0,test_epoch1
000604,2,2,test_epoch1
000605,1,1,test_epoch1
000606,6,6,test_epoch1
000607,4,0,test_epoch1
000608,3,5,test_epoch1
000609,3,3,test_epoch1
000610,9,9,test_epoch1
000611,6,6,test_epoch1
000612,9,0,test_epoch1
000613,8,8,test_epoch1
000614,8,8,test_epoch1
000615,5,5,test_epoch1
000616,8,8,test_epoch1
000617,6,6,test_epoch1
000618,6,6,test_epoch1
000619,2,7,test_epoch1
000620,1,1,test_epoch1
000621,7,6,test_epoch1
000622,7,7,test_epoch1
000623,1,1,test_epoch1
000624,2,2,test_epoch1
000625,7,7,test_epoch1
000626,9,1,test_epoch1
000627,9,9,test_epoch1
000628,4,4,test_epoch1
000629,4,7,test_epoch1
000630,1,1,test_epoch1
000631,2,8,test_epoch1
000632,5,2,test_epoch1
000633,6,6,test_epoch1
000634,8,3,test_epoch1
000635,7,7,test_epoch1
000636,6,6,test_epoch1
000637,8,9,test_epoch1
000638,3,2,test_epoch1
000639,0,8,test_epoch1
000640,5,7,test_epoch1
000641,5,7,test_epoch1
000642,3,6,test_epoch1
000643,0,0,test_epoch1
000644,7,7,test_epoch1
000645,9,8,test_epoch1
000646,1,1,test_epoch1
000647,3,3,test_epoch1
000648,4,2,test_epoch1
000649,4,4,test_epoch1
000650,5,7,test_epoch1
000651,3,3,test_epoch1
000652,9,9,test_epoch1
000653,5,3,test_epoch1
000654,6,4,test_epoch1
000655,9,2,test_epoch1
000656,2,2,test_epoch1
000657,1,1,test_epoch1
000658,1,7,test_epoch1
000659,4,4,test_epoch1
000660,1,1,test_epoch1
000661,9,9,test_epoch1
000662,4,4,test_epoch1
000663,7,7,test_epoch1
000664,6,6,test_epoch1
000665,3,3,test_epoch1
000666,8,8,test_epoch1
000667,9,9,test_epoch1
000668,0,0,test_epoch1
000669,1,1,test_epoch1
000670,3,2,test_epoch1
000671,6,6,test_epoch1
000672,3,7,test_epoch1
000673,6,5,test_epoch1
000674,3,6,test_epoch1
000675,2,8,test_epoch1
000676,0,8,test_epoch1
000677,3,4,test_epoch1
000678,1,9,test_epoch1
000679,0,0,test_epoch1
000680,5,3,test_epoch1
000681,9,9,test_epoch1
000682,6,6,test_epoch1
000683,4,8,test_epoch1
000684,8,8,test_epoch1
000685,9,9,test_epoch1
000686,6,2,test_epoch1
000687,9,9,test_epoch1
000688,6,7,test_epoch1
000689,3,6,test_epoch1
000690,0,6,test_epoch1
000691,3,2,test_epoch1
000692,2,2,test_epoch1
000693,2,2,test_epoch1
000694,7,7,test_epoch1
000695,8,8,test_epoch1
000696,3,3,test_epoch1
000697,8,0,test_epoch1
000698,2,2,test_epoch1
000699,7,7,test_epoch1
000700,5,6,test_epoch1
000701,7,1,test_epoch1
000702,2,0,test_epoch1
000703,4,5,test_epoch1
000704,8,8,test_epoch1
000705,7,7,test_epoch1
000706,4,4,test_epoch1
000707,2,0,test_epoch1
000708,9,9,test_epoch1
000709,8,0,test_epoch1
000710,8,8,test_epoch1
000711,6,6,test_epoch1
000712,8,0,test_epoch1
000713,8,8,test_epoch1
000714,7,7,test_epoch1
000715,4,2,test_epoch1
000716,3,4,test_epoch1
000717,3,3,test_epoch1
000718,8,9,test_epoch1
000719,4,4,test_epoch1
000720,9,8,test_epoch1
000721,4,7,test_epoch1
000722,8,8,test_epoch1
000723,8,8,test_epoch1
000724,1,1,test_epoch1
000725,8,8,test_epoch1
000726,2,0,test_epoch1
000727,1,1,test_epoch1
000728,3,2,test_epoch1
000729,6,6,test_epoch1
000730,5,5,test_epoch1
000731,4,7,test_epoch1
000732,2,0,test_epoch1
000733,7,7,test_epoch1
000734,9,1,test_epoch1
000735,9,1,test_epoch1
000736,4,2,test_epoch1
000737,1,1,test_epoch1
000738,4,2,test_epoch1
000739,1,1,test_epoch1
000740,3,7,test_epoch1
000741,2,7,test_epoch1
000742,7,7,test_epoch1
000743,0,0,test_epoch1
000744,7,7,test_epoch1
000745,9,2,test_epoch1
000746,7,7,test_epoch1
000747,6,6,test_epoch1
000748,6,6,test_epoch1
000749,2,2,test_epoch1
000750,5,5,test_epoch1
000751,9,9,test_epoch1
000752,2,0,test_epoch1
000753,9,9,test_epoch1
000754,1,1,test_epoch1
000755,2,2,test_epoch1
000756,2,2,test_epoch1
000757,6,6,test_epoch1
000758,8,8,test_epoch1
000759,2,2,test_epoch1
000760,1,1,test_epoch1
000761,3,7,test_epoch1
000762,6,2,test_epoch1
000763,6,6,test_epoch1
000764,0,0,test_epoch1
000765,1,1,test_epoch1
000766,2,2,test_epoch1
000767,7,2,test_epoch1
000768,0,9,test_epoch1
000769,5,2,test_epoch1
000770,4,2,test_epoch1
000771,6,3,test_epoch1
000772,1,1,test_epoch1
000773,6,6,test_epoch1
000774,4,6,test_epoch1
000775,0,0,test_epoch1
000776,2,4,test_epoch1
000777,2,2,test_epoch1
000778,6,6,test_epoch1
000779,0,0,test_epoch1
000780,5,6,test_epoch1
000781,9,9,test_epoch1
000782,1,1,test_epoch1
000783,7,7,test_epoch1
000784,6,6,test_epoch1
000785,7,1,test_epoch1
000786,0,0,test_epoch1
000787,3,3,test_epoch1
000788,9,1,test_epoch1
000789,6,6,test_epoch1
000790,8,8,test_epoch1
000791,3,0,test_epoch1
000792,0,0,test_epoch1
000793,3,3,test_epoch1
000794,4,9,test_epoch1
000795,7,7,test_epoch1
000796,7,7,test_epoch1
000797,1,4,test_epoch1
000798,4,6,test_epoch1
000799,7,2,test_epoch1
000800,2,2,test_epoch1
000801,7,7,test_epoch1
000802,1,1,test_epoch1
000803,4,2,test_epoch1
000804,7,7,test_epoch1
000805,4,4,test_epoch1
000806,4,4,test_epoch1
000807,8,8,test_epoch1
000808,4,4,test_epoch1
000809,7,2,test_epoch1
000810,7,7,test_epoch1
000811,5,5,test_epoch1
000812,3,3,test_epoch1
000813,7,7,test_epoch1
000814,2,2,test_epoch1
000815,0,1,test_epoch1
000816,8,8,test_epoch1
000817,9,9,test_epoch1
000818,5,3,test_epoch1
000819,8,9,test_epoch1
000820,3,2,test_epoch1
000821,6,2,test_epoch1
000822,2,5,test_epoch1
000823,0,0,test_epoch1
000824,8,8,test_epoch1
000825,7,7,test_epoch1
000826,3,8,test_epoch1
000827,7,0,test_epoch1
000828,6,6,test_epoch1
000829,5,5,test_epoch1
000830,3,0,test_epoch1
000831,1,1,test_epoch1
000832,3,6,test_epoch1
000833,2,2,test_epoch1
000834,2,5,test_epoch1
000835,5,2,test_epoch1
000836,4,3,test_epoch1
000837,1,1,test_epoch1
000838,2,4,test_epoch1
000839,9,9,test_epoch1
000840,2,2,test_epoch1
000841,7,7,test_epoch1
000842,0,8,test_epoch1
000843,7,7,test_epoch1
000844,2,2,test_epoch1
000845,1,1,test_epoch1
000846,3,0,test_epoch1
000847,2,2,test_epoch1
000848,0,0,test_epoch1
000849,2,6,test_epoch1
000850,4,4,test_epoch1
000851,7,5,test_epoch1
000852,9,1,test_epoch1
000853,8,8,test_epoch1
000854,9,1,test_epoch1
000855,0,0,test_epoch1
000856,7,2,test_epoch1
000857,7,7,test_epoch1
000858,0,0,test_epoch1
000859,7,7,test_epoch1
000860,8,8,test_epoch1
000861,4,4,test_epoch1
000862,6,6,test_epoch1
000863,3,6,test_epoch1
000864,3,0,test_epoch1
000865,0,0,test_epoch1
000866,1,1,test_epoch1
000867,3,9,test_epoch1
000868,7,3,test_epoch1
000869,0,0,test_epoch1
000870,1,1,test_epoch1
000871,3,3,test_epoch1
000872,1,1,test_epoch1
000873,4,4,test_epoch1
000874,2,2,test_epoch1
000875,3,3,test_epoch1
000876,8,8,test_epoch1
000877,4,4,test_epoch1
000878,2,2,test_epoch1
000879,3,2,test_epoch1
000880,7,7,test_epoch1
000881,8,8,test_epoch1
000882,4,3,test_epoch1
000883,3,0,test_epoch1
000884,0,0,test_epoch1
000885,9,9,test_epoch1
000886,0,0,test_epoch1
000887,0,0,test_epoch1
000888,1,2,test_epoch1
000889,0,8,test_epoch1
000890,4,6,test_epoch1
000891,4,4,test_epoch1
000892,6,6,test_epoch1
000893,7,7,test_epoch1
000894,6,5,test_epoch1
000895,1,1,test_epoch1
000896,1,1,test_epoch1
000897,3,6,test_epoch1
000898,7,7,test_epoch1
000899,3,5,test_epoch1
000900,5,5,test_epoch1
000901,2,4,test_epoch1
000902,6,6,test_epoch1
000903,6,6,test_epoch1
000904,5,5,test_epoch1
000905,8,8,test_epoch1
000906,7,5,test_epoch1
000907,1,1,test_epoch1
000908,6,6,test_epoch1
000909,8,8,test_epoch1
000910,8,8,test_epoch1
000911,5,2,test_epoch1
000912,3,3,test_epoch1
000913,0,3,test_epoch1
000914,4,5,test_epoch1
000915,0,1,test_epoch1
000916,1,1,test_epoch1
000917,3,2,test_epoch1
000918,8,8,test_epoch1
000919,8,8,test_epoch1
000920,0,0,test_epoch1
000921,6,6,test_epoch1
000922,9,9,test_epoch1
000923,9,9,test_epoch1
000924,9,6,test_epoch1
000925,5,1,test_epoch1
000926,5,3,test_epoch1
000927,8,8,test_epoch1
000928,6,2,test_epoch1
000929,0,0,test_epoch1
000930,0,8,test_epoch1
000931,4,4,test_epoch1
000932,2,2,test_epoch1
000933,3,4,test_epoch1
000934,2,5,test_epoch1
000935,7,7,test_epoch1
000936,2,5,test_epoch1
000937,2,2,test_epoch1
000938,5,7,test_epoch1
000939,9,1,test_epoch1
000940,8,8,test_epoch1
000941,9,9,test_epoch1
000942,1,9,test_epoch1
000943,7,7,test_epoch1
000944,4,4,test_epoch1
000945,0,8,test_epoch1
000946,3,5,test_epoch1
000947,0,0,test_epoch1
000948,1,1,test_epoch1
000949,3,3,test_epoch1
000950,8,8,test_epoch1
000951,3,6,test_epoch1
000952,9,9,test_epoch1
000953,6,6,test_epoch1
000954,1,1,test_epoch1
000955,4,4,test_epoch1
000956,7,7,test_epoch1
000957,0,0,test_epoch1
000958,3,6,test_epoch1
000959,7,7,test_epoch1
000960,8,8,test_epoch1
000961,9,9,test_epoch1
000962,1,0,test_epoch1
000963,1,1,test_epoch1
000964,6,6,test_epoch1
000965,6,6,test_epoch1
000966,6,2,test_epoch1
000967,6,6,test_epoch1
000968,9,9,test_epoch1
000969,1,1,test_epoch1
000970,9,9,test_epoch1
000971,9,1,test_epoch1
000972,4,4,test_epoch1
000973,2,6,test_epoch1
000974,1,1,test_epoch1
000975,7,0,test_epoch1
000976,0,0,test_epoch1
000977,6,6,test_epoch1
000978,8,8,test_epoch1
000979,1,1,test_epoch1
000980,9,9,test_epoch1
000981,2,6,test_epoch1
000982,9,9,test_epoch1
000983,0,2,test_epoch1
000984,4,4,test_epoch1
000985,7,7,test_epoch1
000986,8,8,test_epoch1
000987,3,5,test_epoch1
000988,1,1,test_epoch1
000989,2,5,test_epoch1
000990,0,0,test_epoch1
000991,1,1,test_epoch1
000992,5,7,test_epoch1
000993,8,8,test_epoch1
000994,4,7,test_epoch1
000995,6,6,test_epoch1
000996,3,2,test_epoch1
000997,8,8,test_epoch1
